Month,Building_Type,Building_Age,Building_Area_(sqm),Building_Height_(m),Number_of_Floors,Fire_Occurrence,Type_of_Fire,Fire_Scale,Damage_Scale,Time_to_Extinguish_(min),Response_Time_(min),Number_of_People_Rescued,Number_of_Fire_Extinguishers,Sprinkler_System_Present,Number_of_Emergency_Exits,Number_of_Fire_Alarms,Fire_Safety_Training_Conducted,Nearest_Fire_Station_Location,Width_of_Nearby_Roads_(m),Distance_to_Nearby_Buildings_(m),Types_of_Nearby_Buildings,Electrical_Equipment_Inspection_Conducted,Gas_Equipment_Inspection_Conducted,Recent_Repair_Replacement_History,Temperature_(_C),Humidity_(%),Wind_Speed_(m_s),Precipitation_(mm)
4,Residential,13,443,40,12,No,Chemical,Small,Medium,28,15,22,3,Yes,7,7,No,East,17,50,Industrial,No,No,Within 1 year,17.402085397945168,42.52808074609045,1.140988516870026,36.90732737158719
7,Residential,70,493,49,14,No,Negligence,Medium,Large,31,12,23,8,Yes,12,5,Yes,East,14,99,Residential,No,No,Over 3 years,17.374730495216713,54.317611747310096,0.6,2.3
8,Commercial,93,756,26,8,No,Chemical,Medium,Medium,23,26,13,9,No,6,7,No,West,2,60,Public,No,No,Within 1 year,21.37826609460048,50.447896732764335,4.9,8.227026369984188
8,Residential,88,662,36,10,No,Chemical,Small,Small,59,57,14,1,Yes,11,11,No,East,18,32,Residential,No,No,Within 1 year,29.7,75.19753924927427,3.2403903951816284,2.3
1,Industrial,45,346,14,4,No,Negligence,Medium,Large,44,45,1,10,No,5,6,No,West,10,83,Industrial,No,No,None,23.691182188401488,80.09095230155623,4.60033499012313,2.3
1,Commercial,35,517,17,5,Yes,Chemical,Medium,Medium,39,53,17,9,No,4,3,No,East,17,39,Residential,No,Yes,None,27.69079465459481,48.13823789772029,2.1285387045900865,61.18373773359984
9,Residential,60,752,20,5,No,Negligence,Large,Small,36,39,23,6,Yes,2,3,No,South,8,48,Residential,No,No,None,22.25167449300568,86.05944204995018,1.55331209012088,16.740024538930594
6,Residential,88,715,37,11,No,Negligence,Small,Small,43,19,19,4,Yes,14,11,No,East,18,8,Residential,No,Yes,Over 3 years,18.32483850071489,79.86362490567109,4.321193593908867,35.37479335902103
10,Residential,70,576,45,13,Yes,Chemical,Large,Large,40,24,29,4,Yes,14,16,No,South,10,69,Public,Yes,Yes,None,21.036973024151365,71.74926856094824,1.56626718570669,94.1
7,Commercial,50,275,31,9,No,Chemical,Small,Medium,26,1,47,2,No,8,3,No,East,13,90,Residential,No,Yes,1-3 years,22.295203231084795,73.78836861508108,2.619541362628524,4.3876343432291485
1,Commercial,21,474,31,9,No,Chemical,Medium,Medium,44,37,16,5,Yes,5,8,No,South,10,65,Residential,No,No,Over 3 years,21.5827568526053,69.3426321448305,2.055197778429648,5.530447080955383
6,Residential,23,850,36,11,No,Chemical,Small,Medium,13,57,9,5,No,7,6,No,South,5,67,Public,No,No,None,23.39927429014297,77.54312506439668,1.0567940005190544,24.04462535152203
11,Residential,99,566,49,14,Yes,Chemical,Large,Large,59,13,27,10,Yes,17,17,No,South,12,85,Commercial,Yes,Yes,Over 3 years,27.572918760339785,42.22284094780588,3.2392183951080096,17.482838413998845
8,Residential,34,654,45,13,Yes,Negligence,Medium,Medium,49,26,0,6,No,11,8,No,East,13,99,Commercial,Yes,Yes,Over 3 years,22.610070857187317,87.8036871621167,2.2249178011959936,2.3
7,Commercial,20,274,45,13,No,Electrical,Small,Medium,44,25,47,3,No,7,0,Yes,North,12,54,Commercial,Yes,Yes,None,25.70437688888116,83.67183521544919,1.9404795642424788,15.93422020179498
4,Residential,23,480,17,5,No,Chemical,Small,Large,37,38,14,5,No,7,9,No,South,20,99,Commercial,No,Yes,Within 1 year,18.056558529993588,73.73501224644394,1.7932767911924268,2.3
7,Industrial,65,180,13,3,Yes,Negligence,Medium,Large,56,15,49,8,Yes,8,10,No,East,14,50,Residential,No,Yes,Over 3 years,20.38926226903216,84.13974042031307,4.30315855514394,77.3004036253673
8,Industrial,65,92,32,9,Yes,Negligence,Large,Small,20,18,39,1,Yes,11,7,No,West,20,60,Residential,No,Yes,Over 3 years,15.1,99.4,2.351738897068604,44.73278024394225
8,Commercial,91,612,26,7,No,Negligence,Medium,Large,41,1,47,5,Yes,7,5,No,East,10,70,Public,Yes,Yes,Over 3 years,23.961340488074363,82.19410796144562,3.56740557593517,24.243365390834647
9,Commercial,36,362,23,7,Yes,Negligence,Large,Large,31,57,17,9,Yes,11,6,No,West,11,39,Industrial,Yes,No,Over 3 years,17.835941543667563,99.4,3.75679677453586,9.442122163392868
8,Residential,67,633,23,7,Yes,Chemical,Large,Large,59,24,22,5,Yes,10,16,No,East,16,73,Commercial,Yes,Yes,None,21.27675908992933,53.72147261863483,3.025843094496045,85.85254587848843
11,Commercial,12,294,17,5,Yes,Chemical,Large,Medium,37,39,20,5,No,4,2,No,South,6,54,Residential,No,No,Over 3 years,21.36747796615532,87.77026855649429,1.05756132134798,10.40916206670082
2,Residential,11,698,18,6,No,Chemical,Large,Large,42,42,5,3,Yes,4,1,No,North,10,3,Commercial,No,Yes,Within 1 year,20.10266533424274,89.73584500272281,1.956783458611684,52.61142493904279
5,Residential,56,616,30,9,No,Chemical,Small,Large,35,44,4,6,Yes,8,4,No,South,15,37,Residential,No,No,Within 1 year,24.412652684475567,77.12629307043277,2.76367848473134,13.728635491551676
12,Residential,34,756,49,14,No,Electrical,Small,Large,28,1,38,7,Yes,13,16,No,East,6,55,Industrial,Yes,No,Within 1 year,18.66866608136061,40.4,2.268448728890336,53.54955340607704
3,Residential,4,745,18,5,Yes,Negligence,Medium,Large,8,36,44,7,Yes,7,8,No,South,3,39,Public,No,No,None,21.02176522005513,56.82747999550799,4.122552707712373,80.97346680214272
8,Residential,74,637,29,8,No,Chemical,Medium,Small,32,7,15,6,Yes,8,7,No,North,19,58,Industrial,No,No,Over 3 years,23.931633247662525,53.8337777398972,2.5929404614055245,71.44501956021921
4,Commercial,51,397,47,14,Yes,Negligence,Large,Small,55,46,29,9,Yes,17,20,No,North,20,73,Industrial,Yes,Yes,1-3 years,20.407397202666584,85.10747644283661,1.962957688118998,94.1
2,Residential,99,699,5,1,No,Chemical,Medium,Small,42,35,32,7,No,1,0,No,West,20,63,Public,No,No,None,21.61307081063212,91.09848042656796,2.0217829359055965,2.3
2,Commercial,61,693,29,8,No,Chemical,Large,Medium,47,45,19,7,No,6,9,No,South,17,64,Public,No,No,Over 3 years,18.04888776908421,72.76037587927628,0.6049311287041683,35.21582867855327
1,Residential,99,944,34,10,No,Chemical,Medium,Small,45,16,5,10,Yes,10,13,Yes,North,11,41,Residential,No,No,Over 3 years,18.416449883619507,64.95588373370794,0.6,47.96248671819321
4,Commercial,4,617,21,6,No,Chemical,Small,Medium,9,48,23,6,No,6,2,No,South,8,26,Public,No,No,None,20.36586907795928,81.09542212587529,1.658470012045059,20.59114818972956
11,Commercial,61,247,17,5,No,Negligence,Small,Large,24,4,31,9,No,3,7,No,West,6,54,Residential,No,No,Within 1 year,20.38402477728353,59.66175756754346,1.6654674461661751,5.732610258123103
5,Commercial,23,582,5,1,Yes,Chemical,Small,Small,59,33,29,1,No,1,3,No,East,11,59,Residential,No,No,None,15.1,57.81132182649907,3.7831323786597872,56.952058509682765
8,Commercial,30,969,34,10,Yes,Chemical,Small,Small,22,4,22,3,Yes,4,6,No,West,9,44,Public,No,No,1-3 years,16.926028609770192,64.74012131860249,2.296783238531489,2.3
9,Commercial,45,662,34,10,Yes,Negligence,Medium,Small,8,19,11,4,Yes,10,16,No,West,11,33,Public,No,No,Over 3 years,23.862441035657103,67.22103972824482,3.3680943275977056,77.35476611259595
7,Commercial,88,98,29,8,No,Negligence,Small,Medium,45,4,32,10,No,10,8,No,North,17,64,Residential,No,No,None,15.944789212521892,73.83868700400943,2.1914643839126886,23.03356416902577
2,Industrial,29,211,30,9,Yes,Chemical,Large,Large,48,31,24,10,Yes,10,7,No,East,9,56,Public,No,Yes,None,24.734626193844843,99.4,0.6,73.33563247707968
3,Commercial,92,357,18,5,Yes,Negligence,Small,Small,34,26,10,6,Yes,6,5,No,West,17,43,Public,No,No,None,15.1,87.87648173988342,4.626139171912954,47.54845994166381
7,Commercial,5,210,37,10,No,Negligence,Medium,Large,17,53,32,7,Yes,6,9,No,North,14,68,Residential,No,No,Within 1 year,29.7,56.72371797681102,1.806947469693846,2.3
8,Industrial,36,942,14,4,No,Negligence,Medium,Large,27,8,28,6,Yes,2,1,Yes,East,13,99,Residential,No,No,Over 3 years,22.57448314336979,51.53376752171405,3.880448862296789,49.903404532033
12,Residential,28,452,43,12,Yes,Chemical,Large,Large,11,1,27,5,Yes,11,10,No,East,14,62,Commercial,No,No,None,24.35868673202789,60.13192663188436,2.40378124104233,18.881432605037705
4,Residential,4,468,22,6,No,Chemical,Small,Medium,13,32,15,8,Yes,5,0,No,East,13,6,Residential,No,No,Over 3 years,15.1,92.05608187756371,2.4660263217867597,2.6210819433246755
8,Commercial,66,906,5,1,Yes,Negligence,Small,Small,36,41,31,2,Yes,1,5,No,South,14,99,Commercial,Yes,Yes,Over 3 years,25.211655937014104,73.43151366959198,3.8308434833242977,52.62283567556756
7,Industrial,4,997,27,8,Yes,Chemical,Small,Medium,8,1,37,3,Yes,5,19,No,South,17,66,Public,No,No,None,23.576675161471496,41.51386268369223,0.6,88.25272157910123
10,Residential,54,997,40,12,Yes,Electrical,Large,Small,21,33,13,4,Yes,16,11,No,West,14,35,Residential,Yes,Yes,1-3 years,26.58385796612024,99.4,3.609352305959407,94.1
1,Residential,85,488,11,3,Yes,Chemical,Medium,Large,59,43,26,4,Yes,4,3,No,South,13,75,Industrial,Yes,Yes,None,16.120036232045756,65.3016344920493,3.774690638155444,60.464932400567385
3,Commercial,70,434,23,7,No,Negligence,Small,Small,48,13,29,2,Yes,7,15,No,South,6,99,Residential,Yes,Yes,Over 3 years,29.7,91.26479460100984,0.6,26.846353139248947
2,Residential,25,92,27,8,No,Chemical,Large,Large,56,46,15,2,No,10,9,No,South,17,34,Industrial,No,Yes,None,15.462689919054853,92.0172697222517,2.3099049073969518,77.02439010316358
1,Commercial,46,304,36,10,Yes,Chemical,Large,Small,19,19,12,3,Yes,9,10,No,North,18,26,Industrial,No,No,None,16.050594993551695,52.658475998525525,3.371154109740591,49.065381252044254
7,Residential,42,572,27,7,No,Negligence,Large,Large,44,15,38,5,Yes,9,5,No,East,14,31,Public,No,No,Over 3 years,15.1,95.64183713906768,3.255684490656299,28.688474242623258
1,Commercial,99,402,5,1,Yes,Negligence,Small,Large,59,44,39,5,No,1,0,No,East,18,60,Public,No,No,None,16.73980116176926,77.20777563499995,3.3957343814873404,15.306657304063693
4,Commercial,63,404,27,8,Yes,Negligence,Large,Large,53,26,23,5,No,5,1,No,East,14,99,Commercial,No,Yes,Over 3 years,15.9242673170949,54.730020034486245,3.657205781530373,30.73579083469932
10,Residential,77,549,49,14,Yes,Negligence,Large,Small,26,8,36,2,Yes,14,12,No,South,15,18,Residential,Yes,No,Within 1 year,15.1,64.35948671339192,2.284130539454074,94.1
2,Industrial,99,542,26,7,Yes,Negligence,Medium,Large,54,24,30,4,Yes,3,4,No,South,9,99,Public,No,No,None,16.597241954102127,53.636662196316,4.052499030602844,56.07018348421751
8,Commercial,46,435,43,12,No,Chemical,Large,Large,36,13,34,4,No,5,7,No,East,10,36,Industrial,No,No,Within 1 year,22.96978425751477,74.75605653176316,0.6,5.7297640450711285
6,Commercial,69,594,14,4,Yes,Chemical,Medium,Large,44,51,24,5,No,4,3,No,North,5,25,Residential,No,No,None,17.05652555559486,75.03170228034824,3.4408774562151736,34.15563524373889
1,Commercial,34,518,26,7,No,Electrical,Medium,Large,27,9,17,8,Yes,4,4,No,East,6,36,Public,No,No,None,16.002386225863408,75.72481313617675,2.9185390654202115,37.82082665399842
4,Commercial,15,946,15,5,Yes,Chemical,Medium,Large,28,38,34,2,Yes,1,0,Yes,South,2,51,Public,No,Yes,None,25.10093476753778,83.13129466838124,4.395741472879284,40.05914950858907
5,Commercial,10,917,31,9,No,Chemical,Large,Small,45,34,35,3,No,6,5,No,East,16,54,Public,No,No,Within 1 year,23.83985679412657,82.24173449285183,2.2370814386962152,31.593744742052813
1,Residential,35,586,5,1,Yes,Chemical,Small,Medium,59,25,26,3,No,1,0,No,East,16,27,Residential,No,Yes,None,15.72781263575505,59.31575344015148,4.450537024654516,21.49726757256957
6,Industrial,43,624,33,9,No,Electrical,Medium,Large,20,38,44,5,No,10,14,No,North,9,99,Public,Yes,No,1-3 years,18.556977204293425,99.4,1.157771853967273,14.964225141275891
12,Residential,5,856,12,4,No,Chemical,Small,Medium,34,38,40,4,No,2,0,No,East,11,65,Public,No,No,Over 3 years,17.853754296073717,74.98313117542482,4.276316416644777,7.565656595930612
6,Residential,13,997,14,4,No,Electrical,Small,Small,24,48,0,9,No,8,5,No,North,15,52,Industrial,No,No,Within 1 year,15.1,79.25568091878694,4.49217190947158,25.677098367418992
8,Residential,62,559,11,3,No,Electrical,Medium,Small,41,39,39,3,Yes,9,13,No,South,20,53,Industrial,No,Yes,None,20.092897463846707,73.3592770507354,4.9,77.17123588131265
8,Residential,70,646,49,14,Yes,Negligence,Large,Large,39,44,35,2,Yes,14,4,No,North,20,76,Residential,Yes,Yes,Within 1 year,24.357296466716253,90.50559589526736,3.697218626020124,8.33182024194154
8,Commercial,99,670,36,10,Yes,Negligence,Medium,Large,57,38,50,2,Yes,10,4,No,North,19,99,Public,Yes,No,None,27.516576276418064,94.14968622605667,4.535080237943594,8.754458683484149
4,Commercial,10,491,49,14,Yes,Chemical,Small,Medium,31,22,35,1,Yes,9,7,No,South,17,99,Commercial,Yes,Yes,1-3 years,27.71068402799691,44.53452668528121,3.712652548669507,53.90334200815214
6,Commercial,45,911,24,7,Yes,Electrical,Small,Large,39,24,12,6,Yes,4,9,No,East,12,35,Public,Yes,No,Over 3 years,21.28525343186503,58.64354090286274,2.481660322817251,80.17251171775793
4,Commercial,45,560,24,7,Yes,Negligence,Large,Small,41,14,10,8,Yes,6,12,No,South,10,99,Residential,No,Yes,Over 3 years,16.144712090951987,75.94013347704083,3.2279222387250357,60.49767030987066
6,Residential,45,390,13,3,No,Negligence,Large,Large,30,44,5,7,Yes,6,0,No,East,10,39,Industrial,No,No,Within 1 year,20.973377106132865,78.97711507040614,4.473479696870909,21.26532119438269
10,Industrial,73,211,7,2,No,Negligence,Large,Small,49,35,50,4,No,4,0,No,West,17,56,Industrial,No,No,1-3 years,18.772932323937464,99.4,4.004062500188756,32.86669858849044
4,Residential,7,220,18,5,Yes,Chemical,Large,Large,38,40,26,3,Yes,6,5,No,South,8,76,Commercial,No,No,None,22.96061885706643,63.11060653696033,2.462501878116191,62.44529548176203
6,Commercial,63,778,34,10,Yes,Negligence,Large,Large,38,1,25,7,Yes,8,1,No,West,15,26,Commercial,Yes,Yes,1-3 years,21.529110617017487,40.4,3.1258565857227305,30.0812716115829
10,Residential,4,997,19,6,No,Chemical,Small,Medium,8,39,1,3,No,4,9,Yes,East,12,69,Public,No,No,None,23.70068710247216,55.3264013223052,3.176179604721264,16.98016481383396
9,Commercial,47,480,22,7,Yes,Chemical,Large,Large,31,33,27,4,No,7,0,No,East,6,99,Public,No,Yes,None,18.915909773206547,99.4,4.079429669938773,52.06765824690187
9,Residential,62,585,30,8,No,Chemical,Medium,Large,57,15,50,1,Yes,11,9,No,East,17,89,Public,No,Yes,Over 3 years,23.774458650416904,70.26448701081816,4.664559687586009,3.597588151447198
6,Residential,27,513,49,14,No,Chemical,Medium,Small,8,32,18,6,Yes,14,7,Yes,North,9,65,Residential,No,No,Within 1 year,29.7,74.8674760715128,1.48941098069549,42.926686692164566
12,Commercial,85,852,34,10,No,Negligence,Small,Small,42,37,27,4,Yes,12,17,No,West,6,40,Industrial,Yes,No,1-3 years,29.7,81.34839649597367,3.291103516543207,24.649792840341654
1,Residential,56,722,5,1,No,Chemical,Medium,Large,34,7,17,7,No,1,0,No,South,9,99,Industrial,No,No,Over 3 years,17.999950598348125,60.84762035756464,1.716387298383797,2.3
1,Commercial,72,607,36,10,No,Negligence,Medium,Large,59,47,36,4,Yes,8,12,No,South,12,58,Residential,Yes,Yes,Within 1 year,29.7,55.32516703498958,2.823661266565052,19.901193721297524
7,Residential,24,589,35,10,No,Chemical,Medium,Large,31,1,19,6,No,9,3,No,North,12,68,Industrial,No,No,None,15.1,40.4,3.6141265032671774,21.12239921573946
5,Commercial,38,504,17,5,Yes,Chemical,Medium,Medium,59,1,27,6,No,1,1,No,East,14,99,Industrial,No,No,Over 3 years,15.87417618935656,40.4,1.021370442361234,2.3
11,Residential,68,728,25,7,Yes,Electrical,Large,Small,29,7,9,5,Yes,5,11,No,North,6,83,Industrial,Yes,No,Over 3 years,24.300449878507425,57.23629857651122,2.9730531023422717,25.147321335697765
7,Residential,45,266,37,11,No,Chemical,Medium,Large,40,11,36,5,Yes,6,10,Yes,East,4,65,Residential,No,No,Over 3 years,26.690443043633707,47.521046666782,2.399500890687442,31.474477627236613
4,Residential,74,270,27,8,No,Negligence,Large,Medium,59,5,50,4,Yes,8,0,No,North,20,69,Commercial,Yes,Yes,Over 3 years,15.1,60.76505358587314,3.013715821266457,6.924818538614872
9,Commercial,51,549,29,8,No,Electrical,Large,Large,23,12,42,10,No,7,2,No,West,9,22,Public,No,No,Within 1 year,16.142749268699262,86.50657111801397,1.920472103801326,34.01005889494695
2,Residential,83,721,32,9,Yes,Negligence,Medium,Small,40,3,47,5,Yes,8,7,No,South,16,57,Public,No,Yes,None,17.135541848265216,50.75552663247018,1.5348027887295148,65.97748192937772
8,Residential,14,642,17,5,No,Negligence,Small,Large,38,1,0,7,No,2,3,No,North,11,58,Commercial,No,No,Within 1 year,19.01952613714655,57.24647368931436,0.6373552654395225,9.768399968290314
8,Residential,89,547,27,8,No,Chemical,Small,Small,59,7,37,4,No,8,0,No,North,20,99,Residential,No,No,None,15.1,64.0185362600413,2.389293954745933,2.3
4,Commercial,70,437,17,5,No,Negligence,Medium,Large,27,29,22,9,No,4,0,No,North,7,47,Residential,No,No,1-3 years,18.561781101500024,57.398548104163424,1.7568052695503764,14.312151926895972
8,Commercial,45,535,16,4,No,Negligence,Large,Large,39,44,44,3,Yes,10,8,No,South,16,31,Residential,Yes,Yes,None,19.988336373668123,86.87928148271469,4.206343662200526,45.90909307893535
1,Commercial,99,805,21,6,No,Chemical,Small,Large,59,14,39,8,No,5,4,No,East,14,48,Public,No,Yes,None,19.942963667998004,62.40744141829949,1.6439244943825972,52.17915148051344
5,Industrial,36,258,45,13,No,Chemical,Medium,Medium,43,57,36,7,Yes,14,6,Yes,North,13,75,Commercial,No,No,1-3 years,29.266685245434484,99.4,2.599156317725748,10.318360050323967
2,Commercial,45,677,29,8,No,Chemical,Medium,Medium,43,57,44,9,No,6,5,No,South,10,27,Public,No,No,None,15.5445858308664,71.95574813491514,2.5456242976050927,30.391142867066826
5,Residential,59,648,33,10,Yes,Negligence,Medium,Large,45,10,23,4,Yes,9,6,No,South,4,45,Industrial,Yes,Yes,Over 3 years,25.7090125480181,59.40038954832551,2.2683333308940687,45.56003225878192
8,Industrial,45,997,31,9,No,Electrical,Medium,Medium,46,35,22,6,No,6,1,Yes,North,10,63,Public,No,Yes,Over 3 years,22.194075859343304,99.4,3.782918009658791,5.580832209002338
5,Industrial,4,488,21,6,No,Negligence,Small,Large,8,10,30,7,Yes,2,1,No,East,2,63,Public,No,No,1-3 years,29.7,81.17606935136223,0.6,33.9163208587559
8,Commercial,28,714,49,14,Yes,Negligence,Small,Large,40,22,36,4,Yes,10,10,Yes,North,15,74,Residential,Yes,Yes,Within 1 year,21.89815270594046,83.73529455495539,1.091801093120757,36.98525899850399
1,Industrial,89,293,24,6,No,Electrical,Medium,Small,35,28,21,10,Yes,5,12,No,South,9,46,Commercial,No,No,Within 1 year,29.7,59.557780600736216,1.7206174412588833,51.36738758653938
8,Residential,36,796,39,11,Yes,Chemical,Medium,Large,8,5,22,6,Yes,12,12,Yes,East,20,49,Industrial,No,Yes,Over 3 years,22.90646481179888,49.1132742092428,0.6,82.92824474598918
1,Commercial,6,276,5,1,Yes,Electrical,Medium,Small,36,1,38,4,Yes,1,0,No,East,10,70,Commercial,No,Yes,1-3 years,24.38904757251685,59.73226192734501,1.27384499393751,48.01580716251071
6,Residential,82,512,26,7,No,Electrical,Medium,Small,17,4,23,10,Yes,8,14,No,East,10,99,Public,No,No,Over 3 years,20.00256369209806,65.31459148385579,1.809452961836389,2.3
6,Residential,60,409,43,12,Yes,Electrical,Medium,Large,45,25,17,8,Yes,13,13,No,South,15,99,Commercial,Yes,No,Over 3 years,18.03615546727369,74.75099715802517,1.5245905216449045,22.36958465710921
4,Residential,52,707,38,11,No,Negligence,Small,Small,15,37,23,6,Yes,13,8,No,West,20,34,Commercial,Yes,No,1-3 years,15.1,68.89676385795144,3.814304297265113,34.20677729678113
2,Residential,78,383,5,1,No,Chemical,Small,Large,34,41,35,7,Yes,5,10,No,East,7,26,Residential,Yes,Yes,Within 1 year,21.51184207246345,69.48646059114154,4.9,65.29783389610837
8,Commercial,48,586,35,10,Yes,Chemical,Small,Large,26,16,14,2,Yes,8,7,No,North,12,21,Residential,Yes,No,1-3 years,22.194566141604085,67.91051516652207,2.1851915187022675,50.46329996726267
1,Residential,73,657,5,1,Yes,Negligence,Medium,Small,25,48,21,7,Yes,1,13,No,South,16,32,Residential,No,No,None,24.377220466902344,47.10283045175528,3.183816161586404,82.25013982950172
2,Industrial,53,641,31,9,Yes,Negligence,Small,Small,37,16,32,7,Yes,8,11,No,South,20,41,Public,No,Yes,None,25.917075972451247,75.8018388144352,1.993736437761516,94.1
1,Residential,42,491,33,10,No,Negligence,Medium,Small,24,26,10,10,Yes,13,13,No,East,16,3,Residential,No,No,Within 1 year,15.1,51.791432612685774,3.173118558845995,94.1
7,Commercial,41,196,11,3,No,Negligence,Small,Large,25,1,19,10,Yes,4,5,No,South,8,46,Industrial,No,No,Within 1 year,20.0192984650429,58.69640896051059,2.582793872930368,77.90452876514375
8,Residential,63,775,22,5,Yes,Negligence,Small,Medium,54,10,21,4,Yes,7,1,No,West,20,86,Commercial,Yes,Yes,Within 1 year,17.15263702964902,93.34367877357268,4.9,2.3
7,Commercial,47,609,31,9,Yes,Negligence,Large,Small,23,31,17,6,Yes,8,8,No,East,14,57,Residential,No,No,1-3 years,20.57305827127129,52.81013449454519,2.8461816479832485,44.64886465584402
